,Season,Date,Start (ET),,Visitor/Neutral,PTS,Home/Neutral,HPTS,,Notes
1558,2003,"Sun, Apr 20, 2003",2:30 pm,Box Score,Los Angeles Lakers,117,Minnesota Timberwolves,98,,
1559,2003,"Sun, Apr 20, 2003",8:00 pm,Box Score,New Orleans Hornets,90,Philadelphia 76ers,98,,
1560,2003,"Mon, Apr 21, 2003",7:30 pm,Box Score,Boston Celtics,77,Indiana Pacers,89,,
1561,2003,"Mon, Apr 21, 2003",7:30 pm,Box Score,Utah Jazz,95,Sacramento Kings,108,,
1562,2003,"Mon, Apr 21, 2003",7:00 pm,Box Score,Phoenix Suns,76,San Antonio Spurs,84,,
1563,2003,"Tue, Apr 22, 2003",8:30 pm,Box Score,Los Angeles Lakers,91,Minnesota Timberwolves,119,,
1564,2003,"Tue, Apr 22, 2003",7:00 pm,Box Score,Milwaukee Bucks,88,New Jersey Nets,85,,
1565,2003,"Wed, Apr 23, 2003",8:30 pm,Box Score,Portland Trail Blazers,99,Dallas Mavericks,103,,
1566,2003,"Wed, Apr 23, 2003",8:00 pm,Box Score,Orlando Magic,77,Detroit Pistons,89,,
1567,2003,"Wed, Apr 23, 2003",7:00 pm,Box Score,New Orleans Hornets,85,Philadelphia 76ers,90,,
1568,2003,"Thu, Apr 24, 2003",6:00 pm,Box Score,Indiana Pacers,83,Boston Celtics,101,,
1569,2003,"Thu, Apr 24, 2003",8:00 pm,Box Score,Minnesota Timberwolves,114,Los Angeles Lakers,110,OT,
1570,2003,"Thu, Apr 24, 2003",7:30 pm,Box Score,New Jersey Nets,103,Milwaukee Bucks,101,,
1571,2003,"Fri, Apr 25, 2003",8:00 pm,Box Score,Detroit Pistons,80,Orlando Magic,89,,
1572,2003,"Fri, Apr 25, 2003",7:00 pm,Box Score,San Antonio Spurs,99,Phoenix Suns,86,,
1573,2003,"Fri, Apr 25, 2003",7:30 pm,Box Score,Dallas Mavericks,115,Portland Trail Blazers,103,,
1574,2003,"Sat, Apr 26, 2003",4:00 pm,Box Score,New Jersey Nets,114,Milwaukee Bucks,119,OT,
1575,2003,"Sat, Apr 26, 2003",6:30 pm,Box Score,Philadelphia 76ers,85,New Orleans Hornets,99,,
1576,2003,"Sat, Apr 26, 2003",8:00 pm,Box Score,Sacramento Kings,104,Utah Jazz,107,,
1577,2003,"Sun, Apr 27, 2003",12:00 pm,Box Score,Indiana Pacers,92,Boston Celtics,102,,
1578,2003,"Sun, Apr 27, 2003",12:00 pm,Box Score,Minnesota Timberwolves,97,Los Angeles Lakers,102,,
1579,2003,"Sun, Apr 27, 2003",5:30 pm,Box Score,Detroit Pistons,92,Orlando Magic,100,,
1580,2003,"Sun, Apr 27, 2003",7:30 pm,Box Score,San Antonio Spurs,84,Phoenix Suns,86,,
1581,2003,"Sun, Apr 27, 2003",5:00 pm,Box Score,Dallas Mavericks,79,Portland Trail Blazers,98,,
1582,2003,"Mon, Apr 28, 2003",7:00 pm,Box Score,Philadelphia 76ers,96,New Orleans Hornets,87,,
1583,2003,"Mon, Apr 28, 2003",8:30 pm,Box Score,Sacramento Kings,99,Utah Jazz,82,,
1584,2003,"Tue, Apr 29, 2003",8:30 pm,Box Score,Boston Celtics,88,Indiana Pacers,93,OT,
1585,2003,"Tue, Apr 29, 2003",8:30 pm,Box Score,Los Angeles Lakers,120,Minnesota Timberwolves,90,,
1586,2003,"Tue, Apr 29, 2003",7:00 pm,Box Score,Milwaukee Bucks,82,New Jersey Nets,89,,
1587,2003,"Tue, Apr 29, 2003",6:00 pm,Box Score,Phoenix Suns,82,San Antonio Spurs,94,,
1588,2003,"Wed, Apr 30, 2003",7:30 pm,Box Score,Portland Trail Blazers,103,Dallas Mavericks,99,,
1589,2003,"Wed, Apr 30, 2003",8:00 pm,Box Score,Orlando Magic,67,Detroit Pistons,98,,
1590,2003,"Wed, Apr 30, 2003",6:00 pm,Box Score,New Orleans Hornets,93,Philadelphia 76ers,91,,
1591,2003,"Wed, Apr 30, 2003",8:00 pm,Box Score,Utah Jazz,91,Sacramento Kings,111,,
1592,2003,"Thu, May 1, 2003",7:00 pm,Box Score,Indiana Pacers,90,Boston Celtics,110,,
1593,2003,"Thu, May 1, 2003",7:30 pm,Box Score,Minnesota Timberwolves,85,Los Angeles Lakers,101,,
1594,2003,"Thu, May 1, 2003",7:00 pm,Box Score,New Jersey Nets,113,Milwaukee Bucks,101,,
1595,2003,"Thu, May 1, 2003",6:30 pm,Box Score,San Antonio Spurs,87,Phoenix Suns,85,,
1596,2003,"Fri, May 2, 2003",8:30 pm,Box Score,Philadelphia 76ers,107,New Orleans Hornets,103,,
1597,2003,"Fri, May 2, 2003",7:00 pm,Box Score,Detroit Pistons,103,Orlando Magic,88,,
1598,2003,"Fri, May 2, 2003",7:30 pm,Box Score,Dallas Mavericks,103,Portland Trail Blazers,125,,
1599,2003,"Sun, May 4, 2003",2:30 pm,Box Score,Portland Trail Blazers,95,Dallas Mavericks,107,,
1600,2003,"Sun, May 4, 2003",12:30 pm,Box Score,Orlando Magic,93,Detroit Pistons,108,,
1601,2003,"Mon, May 5, 2003",7:00 pm,Box Score,Boston Celtics,93,New Jersey Nets,97,,
1602,2003,"Mon, May 5, 2003",8:30 pm,Box Score,Los Angeles Lakers,82,San Antonio Spurs,87,,
1603,2003,"Tue, May 6, 2003",8:00 pm,Box Score,Sacramento Kings,124,Dallas Mavericks,113,,
1604,2003,"Tue, May 6, 2003",8:00 pm,Box Score,Philadelphia 76ers,87,Detroit Pistons,98,,
1605,2003,"Wed, May 7, 2003",7:00 pm,Box Score,Boston Celtics,95,New Jersey Nets,104,,
1606,2003,"Wed, May 7, 2003",8:30 pm,Box Score,Los Angeles Lakers,95,San Antonio Spurs,114,,
1607,2003,"Thu, May 8, 2003",8:30 pm,Box Score,Sacramento Kings,110,Dallas Mavericks,132,,
1608,2003,"Thu, May 8, 2003",7:00 pm,Box Score,Philadelphia 76ers,97,Detroit Pistons,104,OT,
1609,2003,"Fri, May 9, 2003",8:00 pm,Box Score,New Jersey Nets,94,Boston Celtics,76,,
1610,2003,"Fri, May 9, 2003",7:30 pm,Box Score,San Antonio Spurs,95,Los Angeles Lakers,110,,
1611,2003,"Sat, May 10, 2003",7:00 pm,Box Score,Detroit Pistons,83,Philadelphia 76ers,93,,
1612,2003,"Sat, May 10, 2003",6:30 pm,Box Score,Dallas Mavericks,141,Sacramento Kings,137,2OT,
1613,2003,"Sun, May 11, 2003",12:30 pm,Box Score,San Antonio Spurs,95,Los Angeles Lakers,99,,
1614,2003,"Sun, May 11, 2003",8:00 pm,Box Score,Detroit Pistons,82,Philadelphia 76ers,95,,
1615,2003,"Sun, May 11, 2003",7:30 pm,Box Score,Dallas Mavericks,83,Sacramento Kings,99,,
1616,2003,"Mon, May 12, 2003",8:00 pm,Box Score,New Jersey Nets,110,Boston Celtics,101,2OT,
1617,2003,"Tue, May 13, 2003",6:00 pm,Box Score,Sacramento Kings,93,Dallas Mavericks,112,,
1618,2003,"Tue, May 13, 2003",8:30 pm,Box Score,Los Angeles Lakers,94,San Antonio Spurs,96,,
1619,2003,"Wed, May 14, 2003",8:00 pm,Box Score,Philadelphia 76ers,77,Detroit Pistons,78,,
1620,2003,"Thu, May 15, 2003",5:00 pm,Box Score,San Antonio Spurs,110,Los Angeles Lakers,82,,
1621,2003,"Thu, May 15, 2003",7:30 pm,Box Score,Dallas Mavericks,109,Sacramento Kings,115,,
1622,2003,"Fri, May 16, 2003",7:30 pm,Box Score,Detroit Pistons,93,Philadelphia 76ers,89,OT,
1623,2003,"Sat, May 17, 2003",7:00 pm,Box Score,Sacramento Kings,99,Dallas Mavericks,112,,
1624,2003,"Sun, May 18, 2003",1:30 pm,Box Score,New Jersey Nets,76,Detroit Pistons,74,,
1625,2003,"Mon, May 19, 2003",8:30 pm,Box Score,Dallas Mavericks,113,San Antonio Spurs,110,,
1626,2003,"Tue, May 20, 2003",8:00 pm,Box Score,New Jersey Nets,88,Detroit Pistons,86,,
1627,2003,"Wed, May 21, 2003",7:30 pm,Box Score,Dallas Mavericks,106,San Antonio Spurs,119,,
1628,2003,"Thu, May 22, 2003",8:30 pm,Box Score,Detroit Pistons,85,New Jersey Nets,97,,
1629,2003,"Fri, May 23, 2003",8:00 pm,Box Score,San Antonio Spurs,96,Dallas Mavericks,83,,
1630,2003,"Sat, May 24, 2003",8:00 pm,Box Score,Detroit Pistons,82,New Jersey Nets,102,,
1631,2003,"Sun, May 25, 2003",7:30 pm,Box Score,San Antonio Spurs,102,Dallas Mavericks,95,,
1632,2003,"Tue, May 27, 2003",8:00 pm,Box Score,Dallas Mavericks,103,San Antonio Spurs,91,,
1633,2003,"Thu, May 29, 2003",8:00 pm,Box Score,San Antonio Spurs,90,Dallas Mavericks,78,,
1634,2003,"Wed, Jun 4, 2003",7:30 pm,Box Score,New Jersey Nets,89,San Antonio Spurs,101,,
1635,2003,"Fri, Jun 6, 2003",7:30 pm,Box Score,New Jersey Nets,87,San Antonio Spurs,85,,
1636,2003,"Sun, Jun 8, 2003",8:30 pm,Box Score,San Antonio Spurs,84,New Jersey Nets,79,,
1637,2003,"Wed, Jun 11, 2003",8:30 pm,Box Score,San Antonio Spurs,76,New Jersey Nets,77,,
1638,2003,"Fri, Jun 13, 2003",8:30 pm,Box Score,San Antonio Spurs,93,New Jersey Nets,83,,
1639,2003,"Sun, Jun 15, 2003",7:30 pm,Box Score,New Jersey Nets,77,San Antonio Spurs,88,,
1640,2004,"Sat, Apr 17, 2004",1:00 pm,Box Score,Boston Celtics,88,Indiana Pacers,104,,
1641,2004,"Sat, Apr 17, 2004",7:30 pm,Box Score,Houston Rockets,71,Los Angeles Lakers,72,,
1642,2004,"Sat, Apr 17, 2004",4:30 pm,Box Score,New York Knicks,83,New Jersey Nets,107,,
1643,2004,"Sat, Apr 17, 2004",7:00 pm,Box Score,Memphis Grizzlies,74,San Antonio Spurs,98,,
1644,2004,"Sun, Apr 18, 2004",1:00 pm,Box Score,Milwaukee Bucks,82,Detroit Pistons,108,,
1645,2004,"Sun, Apr 18, 2004",7:00 pm,Box Score,New Orleans Hornets,79,Miami Heat,81,,
1646,2004,"Sun, Apr 18, 2004",8:30 pm,Box Score,Denver Nuggets,92,Minnesota Timberwolves,106,,
1647,2004,"Sun, Apr 18, 2004",12:30 pm,Box Score,Dallas Mavericks,105,Sacramento Kings,116,,
1648,2004,"Mon, Apr 19, 2004",7:30 pm,Box Score,Houston Rockets,84,Los Angeles Lakers,98,,
1649,2004,"Mon, Apr 19, 2004",7:00 pm,Box Score,Memphis Grizzlies,70,San Antonio Spurs,87,,
1650,2004,"Tue, Apr 20, 2004",7:30 pm,Box Score,Boston Celtics,90,Indiana Pacers,103,,
1651,2004,"Tue, Apr 20, 2004",8:00 pm,Box Score,New York Knicks,81,New Jersey Nets,99,,
1652,2004,"Tue, Apr 20, 2004",7:30 pm,Box Score,Dallas Mavericks,79,Sacramento Kings,83,,
1653,2004,"Wed, Apr 21, 2004",7:00 pm,Box Score,Milwaukee Bucks,92,Detroit Pistons,88,,
1654,2004,"Wed, Apr 21, 2004",8:00 pm,Box Score,New Orleans Hornets,63,Miami Heat,93,,
1655,2004,"Wed, Apr 21, 2004",8:30 pm,Box Score,Denver Nuggets,81,Minnesota Timberwolves,95,,
1656,2004,"Thu, Apr 22, 2004",8:30 pm,Box Score,San Antonio Spurs,95,Memphis Grizzlies,93,,
1657,2004,"Thu, Apr 22, 2004",7:00 pm,Box Score,New Jersey Nets,81,New York Knicks,78,,
1658,2004,"Fri, Apr 23, 2004",7:00 pm,Box Score,Indiana Pacers,108,Boston Celtics,85,,
1659,2004,"Fri, Apr 23, 2004",8:30 pm,Box Score,Los Angeles Lakers,91,Houston Rockets,102,,
1660,2004,"Sat, Apr 24, 2004",6:00 pm,Box Score,Sacramento Kings,79,Dallas Mavericks,104,,
1661,2004,"Sat, Apr 24, 2004",7:30 pm,Box Score,Minnesota Timberwolves,86,Denver Nuggets,107,,
1662,2004,"Sat, Apr 24, 2004",2:30 pm,Box Score,Detroit Pistons,95,Milwaukee Bucks,85,,
1663,2004,"Sat, Apr 24, 2004",12:00 pm,Box Score,Miami Heat,71,New Orleans Hornets,77,,
1664,2004,"Sun, Apr 25, 2004",1:00 pm,Box Score,Indiana Pacers,90,Boston Celtics,75,,
1665,2004,"Sun, Apr 25, 2004",2:30 pm,Box Score,Los Angeles Lakers,92,Houston Rockets,88,OT,
1666,2004,"Sun, Apr 25, 2004",8:30 pm,Box Score,San Antonio Spurs,110,Memphis Grizzlies,97,,
1667,2004,"Sun, Apr 25, 2004",7:00 pm,Box Score,New Jersey Nets,100,New York Knicks,94,,
1668,2004,"Mon, Apr 26, 2004",8:30 pm,Box Score,Sacramento Kings,94,Dallas Mavericks,92,,
1669,2004,"Mon, Apr 26, 2004",6:00 pm,Box Score,Detroit Pistons,109,Milwaukee Bucks,92,,
1670,2004,"Tue, Apr 27, 2004",8:30 pm,Box Score,Minnesota Timberwolves,84,Denver Nuggets,82,,
1671,2004,"Tue, Apr 27, 2004",7:00 pm,Box Score,Miami Heat,85,New Orleans Hornets,96,,
1672,2004,"Wed, Apr 28, 2004",7:00 pm,Box Score,Houston Rockets,78,Los Angeles Lakers,97,,
1673,2004,"Thu, Apr 29, 2004",8:00 pm,Box Score,Milwaukee Bucks,77,Detroit Pistons,91,,
1674,2004,"Thu, Apr 29, 2004",7:30 pm,Box Score,Dallas Mavericks,118,Sacramento Kings,119,,
1675,2004,"Fri, Apr 30, 2004",7:00 pm,Box Score,New Orleans Hornets,83,Miami Heat,87,,
1676,2004,"Fri, Apr 30, 2004",8:30 pm,Box Score,Denver Nuggets,91,Minnesota Timberwolves,102,,
1677,2004,"Sun, May 2, 2004",12:00 pm,Box Score,Miami Heat,83,New Orleans Hornets,89,,
1678,2004,"Sun, May 2, 2004",2:30 pm,Box Score,Los Angeles Lakers,78,San Antonio Spurs,88,,
1679,2004,"Mon, May 3, 2004",8:00 pm,Box Score,New Jersey Nets,56,Detroit Pistons,78,,
1680,2004,"Tue, May 4, 2004",7:00 pm,Box Score,New Orleans Hornets,77,Miami Heat,85,,
1681,2004,"Tue, May 4, 2004",8:30 pm,Box Score,Sacramento Kings,104,Minnesota Timberwolves,98,,
1682,2004,"Wed, May 5, 2004",8:00 pm,Box Score,Los Angeles Lakers,85,San Antonio Spurs,95,,
1683,2004,"Thu, May 6, 2004",8:00 pm,Box Score,Miami Heat,81,Indiana Pacers,94,,
1684,2004,"Fri, May 7, 2004",8:00 pm,Box Score,New Jersey Nets,80,Detroit Pistons,95,,
1685,2004,"Sat, May 8, 2004",6:00 pm,Box Score,Miami Heat,80,Indiana Pacers,91,,
1686,2004,"Sat, May 8, 2004",8:30 pm,Box Score,Sacramento Kings,89,Minnesota Timberwolves,94,,
1687,2004,"Sun, May 9, 2004",12:30 pm,Box Score,San Antonio Spurs,81,Los Angeles Lakers,105,,
1688,2004,"Sun, May 9, 2004",8:00 pm,Box Score,Detroit Pistons,64,New Jersey Nets,82,,
1689,2004,"Mon, May 10, 2004",8:00 pm,Box Score,Indiana Pacers,87,Miami Heat,94,,
1690,2004,"Mon, May 10, 2004",7:30 pm,Box Score,Minnesota Timberwolves,114,Sacramento Kings,113,OT,
1691,2004,"Tue, May 11, 2004",7:30 pm,Box Score,San Antonio Spurs,90,Los Angeles Lakers,98,,
1692,2004,"Tue, May 11, 2004",8:00 pm,Box Score,Detroit Pistons,79,New Jersey Nets,94,,
1693,2004,"Wed, May 12, 2004",8:00 pm,Box Score,Indiana Pacers,88,Miami Heat,100,,
1694,2004,"Wed, May 12, 2004",7:30 pm,Box Score,Minnesota Timberwolves,81,Sacramento Kings,87,,
1695,2004,"Thu, May 13, 2004",7:00 pm,Box Score,Los Angeles Lakers,74,San Antonio Spurs,73,,
1696,2004,"Fri, May 14, 2004",7:00 pm,Box Score,New Jersey Nets,127,Detroit Pistons,120,3OT,
1697,2004,"Fri, May 14, 2004",8:30 pm,Box Score,Sacramento Kings,74,Minnesota Timberwolves,86,,
1698,2004,"Sat, May 15, 2004",7:00 pm,Box Score,Miami Heat,83,Indiana Pacers,94,,
1699,2004,"Sat, May 15, 2004",7:30 pm,Box Score,San Antonio Spurs,76,Los Angeles Lakers,88,,
1700,2004,"Sun, May 16, 2004",8:00 pm,Box Score,Detroit Pistons,81,New Jersey Nets,75,,
1701,2004,"Sun, May 16, 2004",12:30 pm,Box Score,Minnesota Timberwolves,87,Sacramento Kings,104,,
1702,2004,"Tue, May 18, 2004",8:00 pm,Box Score,Indiana Pacers,73,Miami Heat,70,,
1703,2004,"Wed, May 19, 2004",7:30 pm,Box Score,Sacramento Kings,80,Minnesota Timberwolves,83,,
1704,2004,"Thu, May 20, 2004",8:00 pm,Box Score,New Jersey Nets,69,Detroit Pistons,90,,
1705,2004,"Fri, May 21, 2004",8:00 pm,Box Score,Los Angeles Lakers,97,Minnesota Timberwolves,88,,
1706,2004,"Sat, May 22, 2004",7:00 pm,Box Score,Detroit Pistons,74,Indiana Pacers,78,,
1707,2004,"Sun, May 23, 2004",7:30 pm,Box Score,Los Angeles Lakers,71,Minnesota Timberwolves,89,,
1708,2004,"Mon, May 24, 2004",7:00 pm,Box Score,Detroit Pistons,72,Indiana Pacers,67,,
1709,2004,"Tue, May 25, 2004",6:00 pm,Box Score,Minnesota Timberwolves,89,Los Angeles Lakers,100,,
1710,2004,"Wed, May 26, 2004",8:30 pm,Box Score,Indiana Pacers,78,Detroit Pistons,85,,
1711,2004,"Thu, May 27, 2004",6:00 pm,Box Score,Minnesota Timberwolves,85,Los Angeles Lakers,92,,
1712,2004,"Fri, May 28, 2004",8:00 pm,Box Score,Indiana Pacers,83,Detroit Pistons,68,,
1713,2004,"Sat, May 29, 2004",7:30 pm,Box Score,Los Angeles Lakers,96,Minnesota Timberwolves,98,,
1714,2004,"Sun, May 30, 2004",7:00 pm,Box Score,Detroit Pistons,83,Indiana Pacers,65,,
1715,2004,"Mon, May 31, 2004",6:00 pm,Box Score,Minnesota Timberwolves,90,Los Angeles Lakers,96,,
1716,2004,"Tue, Jun 1, 2004",8:00 pm,Box Score,Indiana Pacers,65,Detroit Pistons,69,,
1717,2004,"Sun, Jun 6, 2004",6:00 pm,Box Score,Detroit Pistons,87,Los Angeles Lakers,75,,
1718,2004,"Tue, Jun 8, 2004",6:00 pm,Box Score,Detroit Pistons,91,Los Angeles Lakers,99,OT,
1719,2004,"Thu, Jun 10, 2004",9:00 pm,Box Score,Los Angeles Lakers,68,Detroit Pistons,88,,
1720,2004,"Sun, Jun 13, 2004",9:00 pm,Box Score,Los Angeles Lakers,80,Detroit Pistons,88,,
1721,2004,"Tue, Jun 15, 2004",9:00 pm,Box Score,Los Angeles Lakers,87,Detroit Pistons,100,,
1722,2005,"Sat, Apr 23, 2005",8:00 pm,Box Score,Indiana Pacers,82,Boston Celtics,102,,
1723,2005,"Sat, Apr 23, 2005",4:30 pm,Box Score,Houston Rockets,98,Dallas Mavericks,86,,
1724,2005,"Sat, Apr 23, 2005",3:00 pm,Box Score,Philadelphia 76ers,85,Detroit Pistons,106,,
1725,2005,"Sat, Apr 23, 2005",7:30 pm,Box Score,Sacramento Kings,82,Seattle SuperSonics,87,,
1726,2005,"Sun, Apr 24, 2005",4:30 pm,Box Score,Washington Wizards,94,Chicago Bulls,103,,
1727,2005,"Sun, Apr 24, 2005",3:00 pm,Box Score,New Jersey Nets,98,Miami Heat,116,,
1728,2005,"Sun, Apr 24, 2005",7:30 pm,Box Score,Memphis Grizzlies,103,Phoenix Suns,114,,
1729,2005,"Sun, Apr 24, 2005",7:00 pm,Box Score,Denver Nuggets,93,San Antonio Spurs,87,,
1730,2005,"Mon, Apr 25, 2005",7:00 pm,Box Score,Indiana Pacers,82,Boston Celtics,79,,
1731,2005,"Mon, Apr 25, 2005",8:30 pm,Box Score,Houston Rockets,113,Dallas Mavericks,111,,
1732,2005,"Tue, Apr 26, 2005",7:30 pm,Box Score,Philadelphia 76ers,84,Detroit Pistons,99,,
1733,2005,"Tue, Apr 26, 2005",8:00 pm,Box Score,New Jersey Nets,87,Miami Heat,104,,
1734,2005,"Tue, Apr 26, 2005",7:30 pm,Box Score,Sacramento Kings,93,Seattle SuperSonics,105,,
1735,2005,"Wed, Apr 27, 2005",7:30 pm,Box Score,Washington Wizards,103,Chicago Bulls,113,,
1736,2005,"Wed, Apr 27, 2005",7:30 pm,Box Score,Memphis Grizzlies,103,Phoenix Suns,108,,
1737,2005,"Wed, Apr 27, 2005",7:00 pm,Box Score,Denver Nuggets,76,San Antonio Spurs,104,,
1738,2005,"Thu, Apr 28, 2005",8:30 pm,Box Score,Dallas Mavericks,106,Houston Rockets,102,,
1739,2005,"Thu, Apr 28, 2005",7:30 pm,Box Score,Boston Celtics,76,Indiana Pacers,99,,
1740,2005,"Thu, Apr 28, 2005",7:00 pm,Box Score,Miami Heat,108,New Jersey Nets,105,2OT,
1741,2005,"Fri, Apr 29, 2005",8:00 pm,Box Score,Phoenix Suns,110,Memphis Grizzlies,90,,
1742,2005,"Fri, Apr 29, 2005",8:00 pm,Box Score,Detroit Pistons,104,Philadelphia 76ers,115,,
1743,2005,"Fri, Apr 29, 2005",7:30 pm,Box Score,Seattle SuperSonics,104,Sacramento Kings,116,,
1744,2005,"Sat, Apr 30, 2005",8:30 pm,Box Score,San Antonio Spurs,86,Denver Nuggets,78,,
1745,2005,"Sat, Apr 30, 2005",4:30 pm,Box Score,Dallas Mavericks,97,Houston Rockets,93,,
1746,2005,"Sat, Apr 30, 2005",7:00 pm,Box Score,Boston Celtics,110,Indiana Pacers,79,,
1747,2005,"Sat, Apr 30, 2005",3:00 pm,Box Score,Chicago Bulls,99,Washington Wizards,117,,
1748,2005,"Sun, May 1, 2005",7:00 pm,Box Score,Phoenix Suns,123,Memphis Grizzlies,115,,
1749,2005,"Sun, May 1, 2005",3:30 pm,Box Score,Miami Heat,110,New Jersey Nets,97,,
1750,2005,"Sun, May 1, 2005",1:00 pm,Box Score,Detroit Pistons,97,Philadelphia 76ers,92,OT,
1751,2005,"Sun, May 1, 2005",7:30 pm,Box Score,Seattle SuperSonics,115,Sacramento Kings,102,,
1752,2005,"Mon, May 2, 2005",7:00 pm,Box Score,Houston Rockets,100,Dallas Mavericks,103,,
1753,2005,"Mon, May 2, 2005",8:30 pm,Box Score,San Antonio Spurs,126,Denver Nuggets,115,OT,
1754,2005,"Mon, May 2, 2005",7:30 pm,Box Score,Chicago Bulls,99,Washington Wizards,106,,
1755,2005,"Tue, May 3, 2005",7:30 pm,Box Score,Indiana Pacers,90,Boston Celtics,85,,
1756,2005,"Tue, May 3, 2005",8:00 pm,Box Score,Philadelphia 76ers,78,Detroit Pistons,88,,
1757,2005,"Tue, May 3, 2005",7:30 pm,Box Score,Sacramento Kings,118,Seattle SuperSonics,122,,
1758,2005,"Wed, May 4, 2005",6:00 pm,Box Score,Washington Wizards,112,Chicago Bulls,110,,
1759,2005,"Wed, May 4, 2005",8:30 pm,Box Score,Denver Nuggets,89,San Antonio Spurs,99,,
1760,2005,"Thu, May 5, 2005",8:30 pm,Box Score,Dallas Mavericks,83,Houston Rockets,101,,
1761,2005,"Thu, May 5, 2005",6:00 pm,Box Score,Boston Celtics,92,Indiana Pacers,89,OT,
1762,2005,"Fri, May 6, 2005",8:00 pm,Box Score,Chicago Bulls,91,Washington Wizards,94,,
1763,2005,"Sat, May 7, 2005",7:00 pm,Box Score,Indiana Pacers,97,Boston Celtics,70,,
1764,2005,"Sat, May 7, 2005",8:30 pm,Box Score,Houston Rockets,76,Dallas Mavericks,116,,
1765,2005,"Sun, May 8, 2005",3:30 pm,Box Score,Washington Wizards,86,Miami Heat,105,,
1766,2005,"Sun, May 8, 2005",7:00 pm,Box Score,Seattle SuperSonics,81,San Antonio Spurs,103,,
1767,2005,"Mon, May 9, 2005",8:00 pm,Box Score,Indiana Pacers,81,Detroit Pistons,96,,
1768,2005,"Mon, May 9, 2005",7:30 pm,Box Score,Dallas Mavericks,102,Phoenix Suns,127,,
1769,2005,"Tue, May 10, 2005",7:00 pm,Box Score,Washington Wizards,102,Miami Heat,108,,
1770,2005,"Tue, May 10, 2005",8:30 pm,Box Score,Seattle SuperSonics,91,San Antonio Spurs,108,,
1771,2005,"Wed, May 11, 2005",8:00 pm,Box Score,Indiana Pacers,92,Detroit Pistons,83,,
1772,2005,"Wed, May 11, 2005",7:30 pm,Box Score,Dallas Mavericks,108,Phoenix Suns,106,,
1773,2005,"Thu, May 12, 2005",7:30 pm,Box Score,San Antonio Spurs,91,Seattle SuperSonics,92,,
1774,2005,"Thu, May 12, 2005",8:00 pm,Box Score,Miami Heat,102,Washington Wizards,95,,
1775,2005,"Fri, May 13, 2005",8:30 pm,Box Score,Phoenix Suns,119,Dallas Mavericks,102,,
1776,2005,"Fri, May 13, 2005",6:00 pm,Box Score,Detroit Pistons,74,Indiana Pacers,79,,
1777,2005,"Sat, May 14, 2005",8:00 pm,Box Score,Miami Heat,99,Washington Wizards,95,,
1778,2005,"Sun, May 15, 2005",8:30 pm,Box Score,Phoenix Suns,109,Dallas Mavericks,119,,
1779,2005,"Sun, May 15, 2005",2:30 pm,Box Score,Detroit Pistons,89,Indiana Pacers,76,,
1780,2005,"Sun, May 15, 2005",4:00 pm,Box Score,San Antonio Spurs,89,Seattle SuperSonics,101,,
1781,2005,"Tue, May 17, 2005",7:00 pm,Box Score,Indiana Pacers,67,Detroit Pistons,86,,
1782,2005,"Tue, May 17, 2005",8:30 pm,Box Score,Seattle SuperSonics,90,San Antonio Spurs,103,,
1783,2005,"Wed, May 18, 2005",6:00 pm,Box Score,Dallas Mavericks,108,Phoenix Suns,114,,
1784,2005,"Thu, May 19, 2005",7:00 pm,Box Score,Detroit Pistons,88,Indiana Pacers,79,,
1785,2005,"Thu, May 19, 2005",7:30 pm,Box Score,San Antonio Spurs,98,Seattle SuperSonics,96,,
1786,2005,"Fri, May 20, 2005",8:00 pm,Box Score,Phoenix Suns,130,Dallas Mavericks,126,OT,
1787,2005,"Sun, May 22, 2005",12:30 pm,Box Score,San Antonio Spurs,121,Phoenix Suns,114,,
1788,2005,"Mon, May 23, 2005",8:00 pm,Box Score,Detroit Pistons,90,Miami Heat,81,,
1789,2005,"Tue, May 24, 2005",6:00 pm,Box Score,San Antonio Spurs,111,Phoenix Suns,108,,
1790,2005,"Wed, May 25, 2005",8:00 pm,Box Score,Detroit Pistons,86,Miami Heat,92,,
1791,2005,"Sat, May 28, 2005",8:00 pm,Box Score,Phoenix Suns,92,San Antonio Spurs,102,,
1792,2005,"Sun, May 29, 2005",8:00 pm,Box Score,Miami Heat,113,Detroit Pistons,104,,
1793,2005,"Mon, May 30, 2005",7:30 pm,Box Score,Phoenix Suns,111,San Antonio Spurs,106,,
1794,2005,"Tue, May 31, 2005",8:00 pm,Box Score,Miami Heat,96,Detroit Pistons,106,,
1795,2005,"Wed, Jun 1, 2005",6:00 pm,Box Score,San Antonio Spurs,101,Phoenix Suns,95,,
1796,2005,"Thu, Jun 2, 2005",8:00 pm,Box Score,Detroit Pistons,76,Miami Heat,88,,
1797,2005,"Sat, Jun 4, 2005",8:00 pm,Box Score,Miami Heat,66,Detroit Pistons,91,,
1798,2005,"Mon, Jun 6, 2005",8:00 pm,Box Score,Detroit Pistons,88,Miami Heat,82,,
1799,2005,"Thu, Jun 9, 2005",8:00 pm,Box Score,Detroit Pistons,69,San Antonio Spurs,84,,
1800,2005,"Sun, Jun 12, 2005",8:00 pm,Box Score,Detroit Pistons,76,San Antonio Spurs,97,,
1801,2005,"Tue, Jun 14, 2005",9:00 pm,Box Score,San Antonio Spurs,79,Detroit Pistons,96,,
