,Season,Date,Start (ET),,Visitor/Neutral,PTS,Home/Neutral,HPTS,,Notes
1303,1999,"Mon, May 17, 1999",,Box Score,Los Angeles Lakers,81,San Antonio Spurs,87,,
1304,1999,"Tue, May 18, 1999",,Box Score,New York Knicks,100,Atlanta Hawks,92,,
1305,1999,"Tue, May 18, 1999",,Box Score,Portland Trail Blazers,83,Utah Jazz,93,,
1306,1999,"Wed, May 19, 1999",,Box Score,Philadelphia 76ers,82,Indiana Pacers,85,,
1307,1999,"Wed, May 19, 1999",,Box Score,Los Angeles Lakers,76,San Antonio Spurs,79,,
1308,1999,"Thu, May 20, 1999",,Box Score,New York Knicks,77,Atlanta Hawks,70,,
1309,1999,"Thu, May 20, 1999",,Box Score,Portland Trail Blazers,84,Utah Jazz,81,,
1310,1999,"Fri, May 21, 1999",,Box Score,Indiana Pacers,97,Philadelphia 76ers,86,,
1311,1999,"Sat, May 22, 1999",,Box Score,San Antonio Spurs,103,Los Angeles Lakers,91,,
1312,1999,"Sat, May 22, 1999",,Box Score,Utah Jazz,87,Portland Trail Blazers,97,,
1313,1999,"Sun, May 23, 1999",,Box Score,San Antonio Spurs,118,Los Angeles Lakers,107,,
1314,1999,"Sun, May 23, 1999",,Box Score,Atlanta Hawks,78,New York Knicks,90,,
1315,1999,"Sun, May 23, 1999",,Box Score,Indiana Pacers,89,Philadelphia 76ers,86,,
1316,1999,"Sun, May 23, 1999",,Box Score,Utah Jazz,75,Portland Trail Blazers,81,,
1317,1999,"Mon, May 24, 1999",,Box Score,Atlanta Hawks,66,New York Knicks,79,,
1318,1999,"Tue, May 25, 1999",,Box Score,Portland Trail Blazers,71,Utah Jazz,88,,
1319,1999,"Thu, May 27, 1999",,Box Score,Utah Jazz,80,Portland Trail Blazers,92,,
1320,1999,"Sat, May 29, 1999",,Box Score,Portland Trail Blazers,76,San Antonio Spurs,80,,
1321,1999,"Sun, May 30, 1999",,Box Score,New York Knicks,93,Indiana Pacers,90,,
1322,1999,"Mon, May 31, 1999",,Box Score,Portland Trail Blazers,85,San Antonio Spurs,86,,
1323,1999,"Tue, Jun 1, 1999",,Box Score,New York Knicks,86,Indiana Pacers,88,,
1324,1999,"Fri, Jun 4, 1999",,Box Score,San Antonio Spurs,85,Portland Trail Blazers,63,,
1325,1999,"Sat, Jun 5, 1999",,Box Score,Indiana Pacers,91,New York Knicks,92,,
1326,1999,"Sun, Jun 6, 1999",,Box Score,San Antonio Spurs,94,Portland Trail Blazers,80,,
1327,1999,"Mon, Jun 7, 1999",,Box Score,Indiana Pacers,90,New York Knicks,78,,
1328,1999,"Wed, Jun 9, 1999",,Box Score,New York Knicks,101,Indiana Pacers,94,,
1329,1999,"Fri, Jun 11, 1999",,Box Score,Indiana Pacers,82,New York Knicks,90,,
1330,1999,"Wed, Jun 16, 1999",,Box Score,New York Knicks,77,San Antonio Spurs,89,,
1331,1999,"Fri, Jun 18, 1999",,Box Score,New York Knicks,67,San Antonio Spurs,80,,
1332,1999,"Mon, Jun 21, 1999",,Box Score,San Antonio Spurs,81,New York Knicks,89,,
1333,1999,"Wed, Jun 23, 1999",,Box Score,San Antonio Spurs,96,New York Knicks,89,,
1334,1999,"Fri, Jun 25, 1999",,Box Score,San Antonio Spurs,78,New York Knicks,77,,
1335,2000,"Sat, Apr 22, 2000",,Box Score,Philadelphia 76ers,92,Charlotte Hornets,82,,
1336,2000,"Sat, Apr 22, 2000",,Box Score,Detroit Pistons,85,Miami Heat,95,,
1337,2000,"Sat, Apr 22, 2000",,Box Score,Phoenix Suns,72,San Antonio Spurs,70,,
1338,2000,"Sat, Apr 22, 2000",,Box Score,Seattle SuperSonics,93,Utah Jazz,104,,
1339,2000,"Sun, Apr 23, 2000",,Box Score,Milwaukee Bucks,85,Indiana Pacers,88,,
1340,2000,"Sun, Apr 23, 2000",,Box Score,Sacramento Kings,107,Los Angeles Lakers,117,,
1341,2000,"Sun, Apr 23, 2000",,Box Score,Toronto Raptors,88,New York Knicks,92,,
1342,2000,"Sun, Apr 23, 2000",,Box Score,Minnesota Timberwolves,88,Portland Trail Blazers,91,,
1343,2000,"Mon, Apr 24, 2000",,Box Score,Philadelphia 76ers,98,Charlotte Hornets,108,OT,
1344,2000,"Mon, Apr 24, 2000",,Box Score,Seattle SuperSonics,87,Utah Jazz,101,,
1345,2000,"Tue, Apr 25, 2000",,Box Score,Detroit Pistons,82,Miami Heat,84,,
1346,2000,"Tue, Apr 25, 2000",,Box Score,Phoenix Suns,70,San Antonio Spurs,85,,
1347,2000,"Wed, Apr 26, 2000",,Box Score,Toronto Raptors,83,New York Knicks,84,,
1348,2000,"Wed, Apr 26, 2000",,Box Score,Minnesota Timberwolves,82,Portland Trail Blazers,86,,
1349,2000,"Thu, Apr 27, 2000",,Box Score,Milwaukee Bucks,104,Indiana Pacers,91,,
1350,2000,"Thu, Apr 27, 2000",,Box Score,Sacramento Kings,89,Los Angeles Lakers,113,,
1351,2000,"Fri, Apr 28, 2000",,Box Score,Charlotte Hornets,76,Philadelphia 76ers,81,,
1352,2000,"Sat, Apr 29, 2000",,Box Score,Miami Heat,91,Detroit Pistons,72,,
1353,2000,"Sat, Apr 29, 2000",,Box Score,Indiana Pacers,109,Milwaukee Bucks,96,,
1354,2000,"Sat, Apr 29, 2000",,Box Score,San Antonio Spurs,94,Phoenix Suns,101,,
1355,2000,"Sat, Apr 29, 2000",,Box Score,Utah Jazz,78,Seattle SuperSonics,89,,
1356,2000,"Sun, Apr 30, 2000",,Box Score,Portland Trail Blazers,87,Minnesota Timberwolves,94,,
1357,2000,"Sun, Apr 30, 2000",,Box Score,Los Angeles Lakers,91,Sacramento Kings,99,,
1358,2000,"Sun, Apr 30, 2000",,Box Score,New York Knicks,87,Toronto Raptors,80,,
1359,2000,"Mon, May 1, 2000",,Box Score,Indiana Pacers,87,Milwaukee Bucks,100,,
1360,2000,"Mon, May 1, 2000",,Box Score,Charlotte Hornets,99,Philadelphia 76ers,105,,
1361,2000,"Tue, May 2, 2000",,Box Score,Portland Trail Blazers,85,Minnesota Timberwolves,77,,
1362,2000,"Tue, May 2, 2000",,Box Score,San Antonio Spurs,78,Phoenix Suns,89,,
1363,2000,"Tue, May 2, 2000",,Box Score,Los Angeles Lakers,88,Sacramento Kings,101,,
1364,2000,"Wed, May 3, 2000",,Box Score,Utah Jazz,93,Seattle SuperSonics,104,,
1365,2000,"Thu, May 4, 2000",,Box Score,Milwaukee Bucks,95,Indiana Pacers,96,,
1366,2000,"Fri, May 5, 2000",,Box Score,Sacramento Kings,86,Los Angeles Lakers,113,,
1367,2000,"Fri, May 5, 2000",,Box Score,Seattle SuperSonics,93,Utah Jazz,96,,
1368,2000,"Sat, May 6, 2000",,Box Score,Philadelphia 76ers,91,Indiana Pacers,108,,
1369,2000,"Sun, May 7, 2000",,Box Score,Phoenix Suns,77,Los Angeles Lakers,105,,
1370,2000,"Sun, May 7, 2000",,Box Score,New York Knicks,83,Miami Heat,87,,
1371,2000,"Sun, May 7, 2000",,Box Score,Utah Jazz,75,Portland Trail Blazers,94,,
1372,2000,"Mon, May 8, 2000",,Box Score,Philadelphia 76ers,97,Indiana Pacers,103,,
1373,2000,"Tue, May 9, 2000",,Box Score,New York Knicks,82,Miami Heat,76,,
1374,2000,"Tue, May 9, 2000",,Box Score,Utah Jazz,85,Portland Trail Blazers,103,,
1375,2000,"Wed, May 10, 2000",,Box Score,Phoenix Suns,96,Los Angeles Lakers,97,,
1376,2000,"Wed, May 10, 2000",,Box Score,Indiana Pacers,97,Philadelphia 76ers,89,,
1377,2000,"Thu, May 11, 2000",,Box Score,Portland Trail Blazers,103,Utah Jazz,84,,
1378,2000,"Fri, May 12, 2000",,Box Score,Miami Heat,77,New York Knicks,76,OT,
1379,2000,"Fri, May 12, 2000",,Box Score,Los Angeles Lakers,105,Phoenix Suns,99,,
1380,2000,"Sat, May 13, 2000",,Box Score,Indiana Pacers,90,Philadelphia 76ers,92,,
1381,2000,"Sun, May 14, 2000",,Box Score,Miami Heat,83,New York Knicks,91,,
1382,2000,"Sun, May 14, 2000",,Box Score,Los Angeles Lakers,98,Phoenix Suns,117,,
1383,2000,"Sun, May 14, 2000",,Box Score,Portland Trail Blazers,85,Utah Jazz,88,,
1384,2000,"Mon, May 15, 2000",,Box Score,Philadelphia 76ers,107,Indiana Pacers,86,,
1385,2000,"Tue, May 16, 2000",,Box Score,Phoenix Suns,65,Los Angeles Lakers,87,,
1386,2000,"Tue, May 16, 2000",,Box Score,Utah Jazz,79,Portland Trail Blazers,81,,
1387,2000,"Wed, May 17, 2000",,Box Score,New York Knicks,81,Miami Heat,87,,
1388,2000,"Fri, May 19, 2000",,Box Score,Miami Heat,70,New York Knicks,72,,
1389,2000,"Fri, May 19, 2000",,Box Score,Indiana Pacers,106,Philadelphia 76ers,90,,
1390,2000,"Sat, May 20, 2000",,Box Score,Portland Trail Blazers,94,Los Angeles Lakers,109,,
1391,2000,"Sun, May 21, 2000",,Box Score,New York Knicks,83,Miami Heat,82,,
1392,2000,"Mon, May 22, 2000",,Box Score,Portland Trail Blazers,106,Los Angeles Lakers,77,,
1393,2000,"Tue, May 23, 2000",,Box Score,New York Knicks,88,Indiana Pacers,102,,
1394,2000,"Thu, May 25, 2000",,Box Score,New York Knicks,84,Indiana Pacers,88,,
1395,2000,"Fri, May 26, 2000",,Box Score,Los Angeles Lakers,93,Portland Trail Blazers,91,,
1396,2000,"Sat, May 27, 2000",,Box Score,Indiana Pacers,95,New York Knicks,98,,
1397,2000,"Sun, May 28, 2000",,Box Score,Los Angeles Lakers,103,Portland Trail Blazers,91,,
1398,2000,"Mon, May 29, 2000",,Box Score,Indiana Pacers,89,New York Knicks,91,,
1399,2000,"Tue, May 30, 2000",,Box Score,Portland Trail Blazers,96,Los Angeles Lakers,88,,
1400,2000,"Wed, May 31, 2000",,Box Score,New York Knicks,79,Indiana Pacers,88,,
1401,2000,"Fri, Jun 2, 2000",,Box Score,Indiana Pacers,93,New York Knicks,80,,
1402,2000,"Fri, Jun 2, 2000",,Box Score,Los Angeles Lakers,93,Portland Trail Blazers,103,,
1403,2000,"Sun, Jun 4, 2000",,Box Score,Portland Trail Blazers,84,Los Angeles Lakers,89,,
1404,2000,"Wed, Jun 7, 2000",,Box Score,Indiana Pacers,87,Los Angeles Lakers,104,,
1405,2000,"Fri, Jun 9, 2000",,Box Score,Indiana Pacers,104,Los Angeles Lakers,111,,
1406,2000,"Sun, Jun 11, 2000",,Box Score,Los Angeles Lakers,91,Indiana Pacers,100,,
1407,2000,"Wed, Jun 14, 2000",,Box Score,Los Angeles Lakers,120,Indiana Pacers,118,OT,
1408,2000,"Fri, Jun 16, 2000",,Box Score,Los Angeles Lakers,87,Indiana Pacers,120,,
1409,2000,"Mon, Jun 19, 2000",,Box Score,Indiana Pacers,111,Los Angeles Lakers,116,,
1410,2001,"Sat, Apr 21, 2001",8:30 pm,Box Score,Charlotte Hornets,106,Miami Heat,80,,
1411,2001,"Sat, Apr 21, 2001",12:30 pm,Box Score,Indiana Pacers,79,Philadelphia 76ers,78,,
1412,2001,"Sat, Apr 21, 2001",4:30 pm,Box Score,Minnesota Timberwolves,82,San Antonio Spurs,87,,
1413,2001,"Sat, Apr 21, 2001",1:00 pm,Box Score,Dallas Mavericks,86,Utah Jazz,88,,
1414,2001,"Sun, Apr 22, 2001",2:30 pm,Box Score,Portland Trail Blazers,93,Los Angeles Lakers,106,,
1415,2001,"Sun, Apr 22, 2001",7:30 pm,Box Score,Orlando Magic,90,Milwaukee Bucks,103,,
1416,2001,"Sun, Apr 22, 2001",12:30 pm,Box Score,Toronto Raptors,85,New York Knicks,92,,
1417,2001,"Sun, Apr 22, 2001",12:00 pm,Box Score,Phoenix Suns,86,Sacramento Kings,83,,
1418,2001,"Mon, Apr 23, 2001",7:00 pm,Box Score,Charlotte Hornets,102,Miami Heat,76,,
1419,2001,"Mon, Apr 23, 2001",8:30 pm,Box Score,Minnesota Timberwolves,69,San Antonio Spurs,86,,
1420,2001,"Tue, Apr 24, 2001",8:00 pm,Box Score,Indiana Pacers,98,Philadelphia 76ers,116,,
1421,2001,"Tue, Apr 24, 2001",8:30 pm,Box Score,Dallas Mavericks,98,Utah Jazz,109,,
1422,2001,"Wed, Apr 25, 2001",7:00 pm,Box Score,Orlando Magic,96,Milwaukee Bucks,103,,
1423,2001,"Wed, Apr 25, 2001",7:30 pm,Box Score,Phoenix Suns,90,Sacramento Kings,116,,
1424,2001,"Thu, Apr 26, 2001",7:30 pm,Box Score,Portland Trail Blazers,88,Los Angeles Lakers,106,,
1425,2001,"Thu, Apr 26, 2001",8:00 pm,Box Score,Toronto Raptors,94,New York Knicks,74,,
1426,2001,"Fri, Apr 27, 2001",8:00 pm,Box Score,Miami Heat,79,Charlotte Hornets,94,,
1427,2001,"Sat, Apr 28, 2001",2:00 pm,Box Score,Utah Jazz,91,Dallas Mavericks,94,,
1428,2001,"Sat, Apr 28, 2001",11:40 am,Box Score,Philadelphia 76ers,92,Indiana Pacers,87,,
1429,2001,"Sat, Apr 28, 2001",4:30 pm,Box Score,San Antonio Spurs,84,Minnesota Timberwolves,93,,
1430,2001,"Sat, Apr 28, 2001",8:30 pm,Box Score,Milwaukee Bucks,116,Orlando Magic,121,OT,
1431,2001,"Sun, Apr 29, 2001",12:00 pm,Box Score,Sacramento Kings,104,Phoenix Suns,96,,
1432,2001,"Sun, Apr 29, 2001",2:30 pm,Box Score,Los Angeles Lakers,99,Portland Trail Blazers,86,,
1433,2001,"Sun, Apr 29, 2001",12:30 pm,Box Score,New York Knicks,97,Toronto Raptors,89,,
1434,2001,"Mon, Apr 30, 2001",7:00 pm,Box Score,San Antonio Spurs,97,Minnesota Timberwolves,84,,
1435,2001,"Tue, May 1, 2001",8:30 pm,Box Score,Utah Jazz,77,Dallas Mavericks,107,,
1436,2001,"Tue, May 1, 2001",7:00 pm,Box Score,Milwaukee Bucks,112,Orlando Magic,104,,
1437,2001,"Wed, May 2, 2001",8:00 pm,Box Score,Philadelphia 76ers,88,Indiana Pacers,85,,
1438,2001,"Wed, May 2, 2001",7:30 pm,Box Score,Sacramento Kings,89,Phoenix Suns,82,,
1439,2001,"Wed, May 2, 2001",8:00 pm,Box Score,New York Knicks,93,Toronto Raptors,100,,
1440,2001,"Thu, May 3, 2001",7:00 pm,Box Score,Dallas Mavericks,84,Utah Jazz,83,,
1441,2001,"Fri, May 4, 2001",8:00 pm,Box Score,Toronto Raptors,93,New York Knicks,89,,
1442,2001,"Sat, May 5, 2001",5:30 pm,Box Score,Dallas Mavericks,78,San Antonio Spurs,94,,
1443,2001,"Sun, May 6, 2001",12:00 pm,Box Score,Sacramento Kings,105,Los Angeles Lakers,108,,
1444,2001,"Sun, May 6, 2001",11:40 am,Box Score,Charlotte Hornets,92,Milwaukee Bucks,104,,
1445,2001,"Sun, May 6, 2001",5:30 pm,Box Score,Toronto Raptors,96,Philadelphia 76ers,93,,
1446,2001,"Mon, May 7, 2001",7:00 pm,Box Score,Dallas Mavericks,86,San Antonio Spurs,100,,
1447,2001,"Tue, May 8, 2001",7:30 pm,Box Score,Sacramento Kings,90,Los Angeles Lakers,96,,
1448,2001,"Tue, May 8, 2001",7:00 pm,Box Score,Charlotte Hornets,90,Milwaukee Bucks,91,,
1449,2001,"Wed, May 9, 2001",8:30 pm,Box Score,San Antonio Spurs,104,Dallas Mavericks,90,,
1450,2001,"Wed, May 9, 2001",7:00 pm,Box Score,Toronto Raptors,92,Philadelphia 76ers,97,,
1451,2001,"Thu, May 10, 2001",8:00 pm,Box Score,Milwaukee Bucks,92,Charlotte Hornets,102,,
1452,2001,"Fri, May 11, 2001",7:30 pm,Box Score,Los Angeles Lakers,103,Sacramento Kings,81,,
1453,2001,"Fri, May 11, 2001",8:00 pm,Box Score,Philadelphia 76ers,78,Toronto Raptors,102,,
1454,2001,"Sat, May 12, 2001",2:30 pm,Box Score,San Antonio Spurs,108,Dallas Mavericks,112,,
1455,2001,"Sun, May 13, 2001",12:30 pm,Box Score,Milwaukee Bucks,78,Charlotte Hornets,85,,
1456,2001,"Sun, May 13, 2001",2:30 pm,Box Score,Los Angeles Lakers,119,Sacramento Kings,113,,
1457,2001,"Sun, May 13, 2001",3:00 pm,Box Score,Philadelphia 76ers,84,Toronto Raptors,79,,
1458,2001,"Mon, May 14, 2001",7:00 pm,Box Score,Dallas Mavericks,87,San Antonio Spurs,105,,
1459,2001,"Tue, May 15, 2001",7:30 pm,Box Score,Charlotte Hornets,94,Milwaukee Bucks,86,,
1460,2001,"Wed, May 16, 2001",8:00 pm,Box Score,Toronto Raptors,88,Philadelphia 76ers,121,,
1461,2001,"Thu, May 17, 2001",8:00 pm,Box Score,Milwaukee Bucks,104,Charlotte Hornets,97,,
1462,2001,"Fri, May 18, 2001",8:00 pm,Box Score,Philadelphia 76ers,89,Toronto Raptors,101,,
1463,2001,"Sat, May 19, 2001",5:30 pm,Box Score,Los Angeles Lakers,104,San Antonio Spurs,90,,
1464,2001,"Sun, May 20, 2001",2:00 pm,Box Score,Charlotte Hornets,95,Milwaukee Bucks,104,,
1465,2001,"Sun, May 20, 2001",5:30 pm,Box Score,Toronto Raptors,87,Philadelphia 76ers,88,,
1466,2001,"Mon, May 21, 2001",7:30 pm,Box Score,Los Angeles Lakers,88,San Antonio Spurs,81,,
1467,2001,"Tue, May 22, 2001",8:30 pm,Box Score,Milwaukee Bucks,85,Philadelphia 76ers,93,,
1468,2001,"Thu, May 24, 2001",8:30 pm,Box Score,Milwaukee Bucks,92,Philadelphia 76ers,78,,
1469,2001,"Fri, May 25, 2001",6:00 pm,Box Score,San Antonio Spurs,72,Los Angeles Lakers,111,,
1470,2001,"Sat, May 26, 2001",4:30 pm,Box Score,Philadelphia 76ers,74,Milwaukee Bucks,80,,
1471,2001,"Sun, May 27, 2001",2:30 pm,Box Score,San Antonio Spurs,82,Los Angeles Lakers,111,,
1472,2001,"Mon, May 28, 2001",4:30 pm,Box Score,Philadelphia 76ers,89,Milwaukee Bucks,83,,
1473,2001,"Wed, May 30, 2001",9:00 pm,Box Score,Milwaukee Bucks,88,Philadelphia 76ers,89,,
1474,2001,"Fri, Jun 1, 2001",8:00 pm,Box Score,Philadelphia 76ers,100,Milwaukee Bucks,110,,
1475,2001,"Sun, Jun 3, 2001",7:30 pm,Box Score,Milwaukee Bucks,91,Philadelphia 76ers,108,,
1476,2001,"Wed, Jun 6, 2001",6:00 pm,Box Score,Philadelphia 76ers,107,Los Angeles Lakers,101,OT,
1477,2001,"Fri, Jun 8, 2001",6:00 pm,Box Score,Philadelphia 76ers,89,Los Angeles Lakers,98,,
1478,2001,"Sun, Jun 10, 2001",7:30 pm,Box Score,Los Angeles Lakers,96,Philadelphia 76ers,91,,
1479,2001,"Wed, Jun 13, 2001",9:00 pm,Box Score,Los Angeles Lakers,100,Philadelphia 76ers,86,,
1480,2001,"Fri, Jun 15, 2001",9:00 pm,Box Score,Los Angeles Lakers,108,Philadelphia 76ers,96,,
1481,2002,"Sat, Apr 20, 2002",8:30 pm,Box Score,Orlando Magic,79,Charlotte Hornets,80,,
1482,2002,"Sat, Apr 20, 2002",12:30 pm,Box Score,Indiana Pacers,89,New Jersey Nets,83,,
1483,2002,"Sat, Apr 20, 2002",12:00 pm,Box Score,Utah Jazz,86,Sacramento Kings,89,,
1484,2002,"Sat, Apr 20, 2002",4:30 pm,Box Score,Seattle SuperSonics,89,San Antonio Spurs,110,,
1485,2002,"Sun, Apr 21, 2002",12:30 pm,Box Score,Philadelphia 76ers,82,Boston Celtics,92,,
1486,2002,"Sun, Apr 21, 2002",2:00 pm,Box Score,Minnesota Timberwolves,94,Dallas Mavericks,101,,
1487,2002,"Sun, Apr 21, 2002",8:30 pm,Box Score,Toronto Raptors,63,Detroit Pistons,85,,
1488,2002,"Sun, Apr 21, 2002",2:30 pm,Box Score,Portland Trail Blazers,87,Los Angeles Lakers,95,,
1489,2002,"Mon, Apr 22, 2002",7:00 pm,Box Score,Indiana Pacers,79,New Jersey Nets,95,,
1490,2002,"Mon, Apr 22, 2002",8:30 pm,Box Score,Seattle SuperSonics,98,San Antonio Spurs,90,,
1491,2002,"Tue, Apr 23, 2002",8:00 pm,Box Score,Orlando Magic,111,Charlotte Hornets,103,OT,
1492,2002,"Tue, Apr 23, 2002",7:30 pm,Box Score,Utah Jazz,93,Sacramento Kings,86,,
1493,2002,"Wed, Apr 24, 2002",8:30 pm,Box Score,Minnesota Timberwolves,110,Dallas Mavericks,122,,
1494,2002,"Wed, Apr 24, 2002",7:00 pm,Box Score,Toronto Raptors,91,Detroit Pistons,96,,
1495,2002,"Thu, Apr 25, 2002",8:00 pm,Box Score,Philadelphia 76ers,85,Boston Celtics,93,,
1496,2002,"Thu, Apr 25, 2002",7:30 pm,Box Score,Portland Trail Blazers,96,Los Angeles Lakers,103,,
1497,2002,"Fri, Apr 26, 2002",7:30 pm,Box Score,New Jersey Nets,85,Indiana Pacers,84,,
1498,2002,"Sat, Apr 27, 2002",12:30 pm,Box Score,Charlotte Hornets,110,Orlando Magic,100,OT,
1499,2002,"Sat, Apr 27, 2002",2:30 pm,Box Score,San Antonio Spurs,102,Seattle SuperSonics,75,,
1500,2002,"Sat, Apr 27, 2002",8:30 pm,Box Score,Detroit Pistons,84,Toronto Raptors,94,,
1501,2002,"Sat, Apr 27, 2002",1:00 pm,Box Score,Sacramento Kings,90,Utah Jazz,87,,
1502,2002,"Sun, Apr 28, 2002",2:00 pm,Box Score,Dallas Mavericks,115,Minnesota Timberwolves,102,,
1503,2002,"Sun, Apr 28, 2002",12:30 pm,Box Score,Boston Celtics,103,Philadelphia 76ers,108,,
1504,2002,"Sun, Apr 28, 2002",2:30 pm,Box Score,Los Angeles Lakers,92,Portland Trail Blazers,91,,
1505,2002,"Mon, Apr 29, 2002",7:30 pm,Box Score,Detroit Pistons,83,Toronto Raptors,89,,
1506,2002,"Mon, Apr 29, 2002",8:00 pm,Box Score,Sacramento Kings,91,Utah Jazz,86,,
1507,2002,"Tue, Apr 30, 2002",8:30 pm,Box Score,New Jersey Nets,74,Indiana Pacers,97,,
1508,2002,"Tue, Apr 30, 2002",7:00 pm,Box Score,Charlotte Hornets,102,Orlando Magic,85,,
1509,2002,"Wed, May 1, 2002",8:00 pm,Box Score,Boston Celtics,81,Philadelphia 76ers,83,,
1510,2002,"Wed, May 1, 2002",7:30 pm,Box Score,San Antonio Spurs,79,Seattle SuperSonics,91,,
1511,2002,"Thu, May 2, 2002",8:30 pm,Box Score,Toronto Raptors,82,Detroit Pistons,85,,
1512,2002,"Thu, May 2, 2002",7:00 pm,Box Score,Indiana Pacers,109,New Jersey Nets,120,2OT,
1513,2002,"Fri, May 3, 2002",7:00 pm,Box Score,Philadelphia 76ers,87,Boston Celtics,120,,
1514,2002,"Fri, May 3, 2002",8:30 pm,Box Score,Seattle SuperSonics,78,San Antonio Spurs,101,,
1515,2002,"Sat, May 4, 2002",3:30 pm,Box Score,Dallas Mavericks,91,Sacramento Kings,108,,
1516,2002,"Sun, May 5, 2002",3:00 pm,Box Score,Boston Celtics,84,Detroit Pistons,96,,
1517,2002,"Sun, May 5, 2002",2:30 pm,Box Score,San Antonio Spurs,80,Los Angeles Lakers,86,,
1518,2002,"Sun, May 5, 2002",12:30 pm,Box Score,Charlotte Hornets,93,New Jersey Nets,99,,
1519,2002,"Mon, May 6, 2002",6:00 pm,Box Score,Dallas Mavericks,110,Sacramento Kings,102,,
1520,2002,"Tue, May 7, 2002",7:30 pm,Box Score,San Antonio Spurs,88,Los Angeles Lakers,85,,
1521,2002,"Tue, May 7, 2002",8:00 pm,Box Score,Charlotte Hornets,88,New Jersey Nets,102,,
1522,2002,"Wed, May 8, 2002",8:00 pm,Box Score,Boston Celtics,85,Detroit Pistons,77,,
1523,2002,"Thu, May 9, 2002",7:00 pm,Box Score,New Jersey Nets,97,Charlotte Hornets,115,,
1524,2002,"Thu, May 9, 2002",8:30 pm,Box Score,Sacramento Kings,125,Dallas Mavericks,119,,
1525,2002,"Fri, May 10, 2002",7:00 pm,Box Score,Detroit Pistons,64,Boston Celtics,66,,
1526,2002,"Fri, May 10, 2002",8:30 pm,Box Score,Los Angeles Lakers,99,San Antonio Spurs,89,,
1527,2002,"Sat, May 11, 2002",2:30 pm,Box Score,Sacramento Kings,115,Dallas Mavericks,113,OT,
1528,2002,"Sun, May 12, 2002",3:00 pm,Box Score,Detroit Pistons,79,Boston Celtics,90,,
1529,2002,"Sun, May 12, 2002",12:30 pm,Box Score,New Jersey Nets,89,Charlotte Hornets,79,,
1530,2002,"Sun, May 12, 2002",4:30 pm,Box Score,Los Angeles Lakers,87,San Antonio Spurs,85,,
1531,2002,"Mon, May 13, 2002",6:00 pm,Box Score,Dallas Mavericks,101,Sacramento Kings,114,,
1532,2002,"Tue, May 14, 2002",8:00 pm,Box Score,Boston Celtics,90,Detroit Pistons,81,,
1533,2002,"Tue, May 14, 2002",7:30 pm,Box Score,San Antonio Spurs,87,Los Angeles Lakers,93,,
1534,2002,"Wed, May 15, 2002",8:00 pm,Box Score,Charlotte Hornets,95,New Jersey Nets,103,,
1535,2002,"Sat, May 18, 2002",3:30 pm,Box Score,Los Angeles Lakers,106,Sacramento Kings,99,,
1536,2002,"Sun, May 19, 2002",5:30 pm,Box Score,Boston Celtics,97,New Jersey Nets,104,,
1537,2002,"Mon, May 20, 2002",6:30 pm,Box Score,Los Angeles Lakers,90,Sacramento Kings,96,,
1538,2002,"Tue, May 21, 2002",8:30 pm,Box Score,Boston Celtics,93,New Jersey Nets,86,,
1539,2002,"Fri, May 24, 2002",6:00 pm,Box Score,Sacramento Kings,103,Los Angeles Lakers,90,,
1540,2002,"Sat, May 25, 2002",5:30 pm,Box Score,New Jersey Nets,90,Boston Celtics,94,,
1541,2002,"Sun, May 26, 2002",2:30 pm,Box Score,Sacramento Kings,99,Los Angeles Lakers,100,,
1542,2002,"Mon, May 27, 2002",5:30 pm,Box Score,New Jersey Nets,94,Boston Celtics,92,,
1543,2002,"Tue, May 28, 2002",6:00 pm,Box Score,Los Angeles Lakers,91,Sacramento Kings,92,,
1544,2002,"Wed, May 29, 2002",9:00 pm,Box Score,Boston Celtics,92,New Jersey Nets,103,,
1545,2002,"Fri, May 31, 2002",7:00 pm,Box Score,New Jersey Nets,96,Boston Celtics,88,,
1546,2002,"Fri, May 31, 2002",6:30 pm,Box Score,Sacramento Kings,102,Los Angeles Lakers,106,,
1547,2002,"Sun, Jun 2, 2002",4:30 pm,Box Score,Los Angeles Lakers,112,Sacramento Kings,106,OT,
1548,2002,"Wed, Jun 5, 2002",6:00 pm,Box Score,New Jersey Nets,94,Los Angeles Lakers,99,,
1549,2002,"Fri, Jun 7, 2002",6:00 pm,Box Score,New Jersey Nets,83,Los Angeles Lakers,106,,
1550,2002,"Sun, Jun 9, 2002",8:30 pm,Box Score,Los Angeles Lakers,106,New Jersey Nets,103,,
1551,2002,"Wed, Jun 12, 2002",9:00 pm,Box Score,Los Angeles Lakers,113,New Jersey Nets,107,,
1552,2003,"Sat, Apr 19, 2003",7:00 pm,Box Score,Portland Trail Blazers,86,Dallas Mavericks,96,,
1553,2003,"Sat, Apr 19, 2003",2:00 pm,Box Score,Boston Celtics,103,Indiana Pacers,100,,
1554,2003,"Sat, Apr 19, 2003",12:30 pm,Box Score,Milwaukee Bucks,96,New Jersey Nets,109,,
1555,2003,"Sat, Apr 19, 2003",7:30 pm,Box Score,Utah Jazz,90,Sacramento Kings,96,,
1556,2003,"Sat, Apr 19, 2003",4:30 pm,Box Score,Phoenix Suns,96,San Antonio Spurs,95,OT,
1557,2003,"Sun, Apr 20, 2003",12:30 pm,Box Score,Orlando Magic,99,Detroit Pistons,94,,
